date,P_rain,J_rain,P_temp,J_temp,P_hum,J_hum,,,
14-07-2023,1.8,1.7,73.9,56.2,25,8,,,
15-07-2023,0,0,86.7,98.5,17,65,,,
16-07-2023,2.9,3,87,65.2,14,98,,,
17-07-2023,4.8,4.7,75.3,65.2,22,78,,,
18-07-2023,0,0,67.8,45.6,32,56,,,
19-07-2023,0,0,63.1,89.25,35,98,,,
20-07-2023,0,0,58.6,45.6,41,45,,,
21-07-2023,0,0,53.8,89.8,47,54,,,
22-07-2023,0,0,72.1,45.2,26,89,,,
23-07-2023,7.4,8.1,88.6,65.2,15,25,,,
24-07-2023,0,0,74.2,89.5,12,62,,,
25-07-2023,0.8,0.8,66.6,45.6,19,35,,,
26-07-2023,0,0,88.4,25,28,95,,,
27-07-2023,0,0,61.4,65.3,31,94,,,
28-07-2023,0,0,59.3,69,35,98,,,
29-07-2023,0,0,56.7,58.4,40,56,,,
30-07-2023,2.6,2.7,74,45.6,21,98,,,
31-07-2023,0,0,87.6,12.6,12,56,,,
01-08-2023,0,0,88.9,78.5,10,25,,,
02-08-2023,6.5,6.6,74.4,65.2,16,62,,,
03-08-2023,0,0,65.6,45.6,23,32,,,
04-08-2023,0,0,61.4,32.3,33,65,,,
05-08-2023,0,0,59.3,89.2,37,95,,,
06-08-2023,0,0,58.1,45.6,22,36,,,
07-08-2023,8.1,8.1,57,78.5,39,95,,,
08-08-2023,15.5,15.5,72.6,45.6,12,85,,,
09-08-2023,17.9,18.9,87.3,89.5,22,95,,,
10-08-2023,0.8,0.9,87.6,45.6,39,65,,,
11-08-2023,2.2,2.3,73.6,78.2,37,25,,,
12-08-2023,0,0,65.8,65.9,33,85,,,
13-08-2023,0,0,62.8,56.8,31,69,,,
14-08-2023,1.3,1.4,58.5,96.2,34,58,,,
15-08-2023,0,0,58.3,64.2,41,45,,,
16-08-2023,3.4,3.5,73.2,75.9,23,52,,,
17-08-2023,0,0,88.6,32.5,11,69,,,
18-08-2023,7,7.1,89.4,48.6,10,58,,,
19-08-2023,27,28,75.2,32.1,16,47,,,
20-08-2023,0,0,67.5,56.9,26,35,,,
21-08-2023,0.4,0.4,66.4,45.3,28,36,,,
22-08-2023,5.9,5.9,62.1,89.2,33,25,,,
23-08-2023,19.7,18.8,60.1,45.3,36,45,,,
24-08-2023,0,0,47.5,56.3,19,85,,,
25-08-2023,0,0,89.6,45.2,8,25,,,
26-08-2023,97.5,88.1,91.1,36.3,7,65,,,
27-08-2023,0,0,77.4,65.1,10,52,,,
28-08-2023,0,0,68.7,89.1,20,45,,,
29-08-2023,0,0,66.1,56.3,27,25,,,
30-08-2023,0,0,63.5,56.1,30,35,,,
31-08-2023,74.7,77.4,61.3,85.6,33,65,,,
01-09-2023,35.5,35.1,76.3,98.5,17,25,,,
02-09-2023,0,0,87.8,45.6,11,59,,,
03-09-2023,2.6,2.5,89.9,25.1,9,36,,,
04-09-2023,0,0,77.5,25,14,36,,,
05-09-2023,0,0,73,36,23,25,,,
06-09-2023,0,0,65.8,25,26,36,,,
07-09-2023,2.7,2.6,64.6,14.2,28,25,,,
08-09-2023,0,0,64.8,58.6,30,15,,,
09-09-2023,0,0,73.9,25.6,22,21,,,
10-09-2023,0,0,84.2,35.2,14,52,,,
11-09-2023,10.9,11.5,83.1,56.3,24,45,,,
12-09-2023,1.2,1.3,72.8,45.1,33,85,,,
13-09-2023,3.9,3.7,65.3,25.3,55,96,,,
14-09-2023,0,0,63.3,56.2,41,25,,,
15-09-2023,0,0,62.2,89.4,44,45,,,
16-09-2023,1.8,1.7,62.6,56.2,43,85,,,
17-09-2023,0,0,70.2,89.5,29,45,,,
18-09-2023,0,0,78.4,89.2,22,25,,,
19-09-2023,0,0,79,45.2,23,62,,,
20-09-2023,0,0,95.5,36.3,51,56,,,
21-09-2023,1.1,1.2,62,65.2,72,32,,,
22-09-2023,0,35.1,63,98.5,60,52,,,
23-09-2023,0.4,0.4,61.3,46.5,61,36,,,
24-09-2023,4.9,5.1,59.4,78.9,64,25,,,
25-09-2023,0,0,72.2,56.9,33,23,,,
26-09-2023,0,0,80.2,48.2,22,59,,,
27-09-2023,0,0,74.9,65.2,30,25,,,
28-09-2023,0,0,65.7,45.2,70,54,,,
29-09-2023,0,0,59.7,98.5,85,25,,,
30-09-2023,0,0,58.1,48.2,79,95,,,
01-10-2023,0,0,56.8,65.1,90,65,,,
02-10-2023,0,0,56.5,48.5,87,98,,,
03-10-2023,0.5,0.5,89.5,65.1,45,56,,,
04-10-2023,0,0,84.3,65.1,27,25,,,
05-10-2023,16.2,14.7,72.3,56.2,18,89,,,
06-10-2023,0,0,62,78.9,62,65,,,
07-10-2023,0,0,60.1,45.6,88,25,,,
08-10-2023,8.3,7.6,58,12.3,94,45,,,
09-10-2023,0,0,89.3,45.6,90,48,,,
10-10-2023,0,0,58.6,58.9,65,55,,,
11-10-2023,0,0,69.3,65.2,41,12,,,
12-10-2023,0,0,80.1,45.6,31,38,,,
13-10-2023,0,0,82.8,25.3,40,48,,,
14-10-2023,0,0,72.9,65.3,60,65,,,
15-10-2023,0,0,67.1,45.3,41,23,,,
16-10-2023,0,0,63,65.2,60,25,,,
17-10-2023,0,0,60.4,98.5,67,789,,,
18-10-2023,0,0,61,45.6,65,63,,,
19-10-2023,0,0,75.2,78.9,29,25,,,
20-10-2023,0,0,85.1,45.6,19,65,,,
21-10-2023,0,0,85.1,25.3,45,36,,,
22-10-2023,0,0,71.3,45.6,69,25,,,
23-10-2023,0,0,65.2,89.5,35,98,,,
24-10-2023,0,0,63.5,78.5,40,54,,,
25-10-2023,0,0,60.6,65.2,55,65,,,
26-10-2023,0,0,66.9,65.1,71,25,,,
27-10-2023,0,0,65.1,45.6,82,98,,,
28-10-2023,0,0,73.8,89,59,63,,,
29-10-2023,0,0,71.4,65,48,25,,,
30-10-2023,0,0,62.2,52.6,78,78,,,
31-10-2023,0,0,61,45.3,84,52,,,
01-11-2023,0,0,58.8,89.4,86,63,,,
02-11-2023,0,0,59,56.3,80,45,,,
03-11-2023,0,0,68,45.6,53,25,,,
04-11-2023,0,0,7.7,89.6,31,89,,,
05-11-2023,0,0,81.3,32,22,65,,,
06-11-2023,0,0,69,89.5,44,25,,,
07-11-2023,0,0,69.9,65.2,44,36,,,
08-11-2023,0,0,62.9,65,85,25,,,
09-11-2023,0,0,61.3,54.3,65,14,,,
10-11-2023,0,0,57.1,65.2,66,55,,,
11-11-2023,0,0,57.7,45.3,68,89,,,
12-11-2023,0,0,70.4,65.2,41,63,,,
13-11-2023,1.5,1.4,82.3,48.6,25,56,,,
14-11-2023,0,0,72.6,32.5,19,98,,,
15-11-2023,0,0,63.9,56.8,27,58,,,
16-11-2023,0,0,89.5,59.6,42,45,,,
17-11-2023,0,0,59.5,24.8,55,78,,,
18-11-2023,0,0,58.4,56.2,54,25,,,
19-11-2023,10.5,10,56.8,85.9,59,46,,,
20-11-2023,0,0,70.8,45.6,39,25,,,
21-11-2023,0,0,82,36.9,26,36,,,
22-11-2023,0,0,83.7,58.9,31,15,,,
23-11-2023,0,0,73.9,65.4,43,25,,,
24-11-2023,0,0,73.9,25.89,39,45,,,
25-11-2023,0,0,65,56.5,48,65,,,
26-11-2023,0,0,61.6,89.2,53,25,,,
27-11-2023,0,0,59.2,45.6,55,89,,,
28-11-2023,0,0,61.9,12.3,55,25,,,
29-11-2023,0,0,73.7,78.9,36,64,,,
30-11-2023,0,0,84.5,65.6,25,25,,,
01-12-2023,0,0,86.1,32,21,65,,,
02-12-2023,0,0,75.6,55,31,89,,,
03-12-2023,0,0,71.1,58,38,25,,,
04-12-2023,0,0,62.9,26.3,47,65,,,
05-12-2023,0,0,62.4,45.6,48,25,,,
06-12-2023,0,0,60.3,25.6,51,65,,,
07-12-2023,0,0,76,89.6,36,24,,,
08-12-2023,0,0,85.3,45.6,21,25,,,
09-12-2023,0,0,88.3,25,19,65,,,
10-12-2023,0,0,89.5,6,31,32,,,
11-12-2023,0,0,77.1,25.6,38,25,,,
12-12-2023,2.5,2.2,72,89.6,25,45,,,
13-12-2023,0,0,68.5,24.6,28,84,,,
14-12-2023,0,0,66.3,145.6,30,56,,,
15-12-2023,0,0,66.6,25.3,29,25,,,
16-12-2023,0,0,77.3,58.9,22,65,,,
17-12-2023,0,0,85.8,25,21,35,,,
18-12-2023,13.5,12.3,84.1,78.6,24,35,,,
19-12-2023,0,0,75.5,25.9,34,58,,,
20-12-2023,0,0,70.7,56.3,45,69,,,
21-12-2023,0,0,63.9,78.9,83,25,,,
22-12-2023,0,0,62.4,45.6,90,36,,,
23-12-2023,0,0,63.3,12.3,86,24,,,
24-12-2023,0,0,69,45.6,59,35,,,
25-12-2023,0,0,65.5,78.9,76,36,,,
26-12-2023,0,0,65.8,58.6,81,25,,,
27-12-2023,0,0,65.8,25.3,81,24,,,
28-12-2023,0,0,61.9,96.3,89,25,,,
29-12-2023,0,0,98.5,12.3,59,21,,,
30-12-2023,0,0,58.6,45.6,59,58,,,
31-12-2023,0,0,56.2,89.6,65,65,,,

